isbn_number,code,start,end,title,sub_title,category,author,price,edition,edition_year,language,publisher,publish_year,series,rack_location,total_pages,source
140250964,CS152,1,1,Wish You Well,Wish You Well,BOOK,Raymond Chandler,1167,4th,2011,English,Signet Book,2000,2nd,104,304,BUY
446527165,CS153,1,1,The Hitchhiker's Guide to the Galaxy,The Hitchhiker's Guide to the Galaxy,BOOK,Ray Bradbury,3527,5th,2012,English,Travelers' Tales Guides,2002,1st,110,281,BUY
671461494,CS154,1,1,Crow Lake (Today Show Book Club #7),Crow Lake (Today Show Book Club #7),BOOK,Ray Bradbury,2281,2nd,2012,English,Baen,1998,2nd,106,931,GIFT
385337639,CS155,1,1,Pen Pals,Pen Pals,BOOK,Ray Bradbury,3098,1st,2020,English,Book Sales,2003,1st,103,893,BUY
451206673,CS156,1,1,Bridget Jones's Diary,Bridget Jones's Diary,BOOK,Ray Bradbury,969,5th,2015,English,Sterling Pub Co Inc,2001,1st,103,625,GIFT
330332775,CS157,1,1,Pride and Prejudice (Dover Thrift Editions),Pride and Prejudice (Dover Thrift Editions),BOOK,Ray Bradbury,3044,3rd,2015,English,Meadowbrook,1998,2nd,105,331,GIFT
486284735,CS158,1,1,EYE ON CRIME: HARDY BOYS #153,EYE ON CRIME: HARDY BOYS #153,BOOK,Ray Bradbury,1722,1st,2018,English,Del Rey Books,1999,1st,106,707,BUY
671021745,CS159,1,1,Skin And Bones,Skin And Bones,BOOK,Ray Bradbury,2793,4th,2019,English,Wizards of the Coast,2007,2nd,102,350,BUY
671047612,CS160,1,1,LAW OF THE JUNGLE (HARDY BOYS CASE FILE 105) : LAW OF THE JUNGLE (Hardy Boys,LAW OF THE JUNGLE (HARDY BOYS CASE FILE 105) : LAW OF THE JUNGLE (Hardy Boys,BOOK,Ray Bradbury,2134,5th,2012,English,Putnam Publishing Group,2001,1st,101,407,BUY
671504282,CS161,1,1,The Cat Who Came to Breakfast (Cat Who... (Hardcover)),The Cat Who Came to Breakfast (Cat Who... (Hardcover)),BOOK,Paolo Coelho,2631,4th,2021,English,Univ of Toronto Pr,2003,1st,110,502,GIFT
399138684,CS162,1,1,If Singleness Is a Gift,If Singleness Is a Gift,BOOK,Fay Weldon,3567,3rd,2012,English,Distribuidor,2006,2nd,103,511,GIFT
785263292,CS163,1,1,Always Daddy's Girl: Understanding Your Father's Impact on Who You Are,Always Daddy's Girl: Understanding Your Father's Impact on Who You Are,BOOK,Arabella Weir,702,3rd,2016,English,Random House Audio,2003,1st,105,376,BUY
830714014,CS164,1,1,Night Mare (Xanth Novels (Paperback)),Night Mare (Xanth Novels (Paperback)),BOOK,Kiana Davenport,2179,1st,2018,English,Chelsea Green Publishing Company,2003,2nd,101,666,BUY
345354931,CS165,1,1,The Martian Chronicles,The Martian Chronicles,BOOK,Sue Townsend,1870,5th,2020,English,Atlantida Publishing,1999,1st,103,445,GIFT
553278223,CS166,1,1,Kabale Und Liebe,Kabale Und Liebe,BOOK,Renan Demirkan,1459,3rd,2013,English,Berkley Publishing Group,2002,1st,110,748,BUY
3257207522,CS167,1,1,Fahrenheit 451,Fahrenheit 451,BOOK,Jerome D. Salinger,1752,1st,2015,English,Harvest Books,2003,2nd,103,975,GIFT
3257216416,CS168,1,1,Veronika Deschliesst Zu Sterben / Vernika Decides to Die,Veronika Deschliesst Zu Sterben / Vernika Decides to Die,BOOK,Michael Crichton,2512,2nd,2015,English,Harry N Abrams,2006,1st,103,709,GIFT
3257233051,CS169,1,1,Die Klone der Joanna May. Roman.,Die Klone der Joanna May. Roman.,BOOK,Richard North Patterson,1686,4th,2011,English,Zebra Books,2004,2nd,101,978,GIFT
3423116714,CS170,1,1,Ist mein Hintern wirklich so dick? Tagebuch einer empfindsamen Frau.,Ist mein Hintern wirklich so dick? Tagebuch einer empfindsamen Frau.,BOOK,Lorna Landvik,2038,4th,2017,English,University of Toronto Press,2007,1st,106,500,BUY
3423241489,CS171,1,1,Haifischfrauen.,Haifischfrauen.,BOOK,Arthur Golden,2698,4th,2010,English,Kodansha International (JPN),2006,1st,102,274,BUY
3426605686,CS172,1,1,Die Cappuccino- Jahre. Aus dem Tagebuch des Adrian Mole.,Die Cappuccino- Jahre. Aus dem Tagebuch des Adrian Mole.,BOOK,KENT HARUF,2315,1st,2011,English,New Press,2006,2nd,106,357,BUY
3492045642,CS173,1,1,Die Korrekturen.,Die Korrekturen.,BOOK,Carol J. Farley,653,4th,2018,English,Goose Lane Editions,2006,1st,108,588,GIFT
3499110695,CS174,1,1,Hebt den Dachbalken hoch,Hebt den Dachbalken hoch,BOOK,Belva Plain,3128,2nd,2011,English,Fawcett Books,1999,2nd,106,263,BUY
3548254268,CS175,1,1,Das Intimleben des Adrian Mole,Das Intimleben des Adrian Mole,BOOK,MARK HADDON,2949,5th,2018,English,Vintage Books USA,2007,1st,103,833,GIFT
3596292646,CS176,1,1,The God of Small Things,The God of Small Things,BOOK,ANN BRASHARES,1537,5th,2012,English,Thames & Hudson,2002,1st,107,908,GIFT
60977493,CS177,1,1,The James Dean Affair: A Neil Gulliver & Stevie Marriner Novel,The James Dean Affair: A Neil Gulliver & Stevie Marriner Novel,BOOK,Erich Segal,3015,4th,2015,English,Aladdin,1999,2nd,105,853,GIFT
312872682,CS178,1,1,The Big Bad Wolf: A Novel,The Big Bad Wolf: A Novel,BOOK,Elizabeth Adler,852,4th,2016,English,BTC Audiobooks,2001,1st,110,785,BUY
316602906,CS179,1,1,Four Blind Mice,Four Blind Mice,BOOK,James Patterson,729,5th,2011,English,Warner Books,2001,2nd,106,964,BUY
316693006,CS180,1,1,Private Screening,Private Screening,BOOK,Nicholas Sparks,2229,3rd,2011,English,Walter Lorraine Books,2001,1st,109,424,GIFT
345311396,CS181,1,1,Congo,Congo,BOOK,JOHN SAUL,1928,5th,2016,English,Arbor House Pub Co,2003,1st,107,945,GIFT
345378490,CS182,1,1,Protect and Defend,Protect and Defend,BOOK,LORNA LANDVIK,1305,2nd,2017,English,Jove Books,1999,2nd,107,379,GIFT
345404793,CS183,1,1,The Tall Pine Polka,The Tall Pine Polka,BOOK,Stephen King,803,4th,2017,English,St Martins Pr,2004,1st,109,505,GIFT
345433173,CS184,1,1,Memoirs of a Geisha,Memoirs of a Geisha,BOOK,Steve Thayer,2184,2nd,2010,English,Goose Lane Editions,1998,2nd,103,751,GIFT
375400117,CS185,1,1,Plainsong (Vintage Contemporaries),Plainsong (Vintage Contemporaries),BOOK,Tracy Chevalier,1797,1st,2016,English,Sagebrush Bound,2006,1st,102,757,GIFT
375705856,CS186,1,1,Body of Evidence (Kay Scarpetta Mysteries (Paperback)),Body of Evidence (Kay Scarpetta Mysteries (Paperback)),BOOK,Michael Palmer,1311,2nd,2014,English,Collins,2005,1st,101,712,GIFT
380717018,CS187,1,1,All That Remains (Kay Scarpetta Mysteries (Paperback)),All That Remains (Kay Scarpetta Mysteries (Paperback)),BOOK,Norman Bridwell,1111,4th,2010,English,William Morrow & Company,1999,2nd,101,511,GIFT
380718332,CS188,1,1,The Case of the Lost Look-Alike (An Avon Camelot Book),The Case of the Lost Look-Alike (An Avon Camelot Book),BOOK,Patricia Cornwell,1554,2nd,2012,English,Penguin Audiobooks,2005,1st,101,715,GIFT
380754509,CS189,1,1,The Elusive Flame,The Elusive Flame,BOOK,Dan Brown,2809,4th,2012,English,Warner Books,2002,2nd,102,413,BUY
380807866,CS190,1,1,Legacy of Silence,Legacy of Silence,BOOK,Frank McCourt,2788,2nd,2020,English,European Press,2002,1st,110,900,GIFT
385316895,CS191,1,1,The Brethren,The Brethren,BOOK,Dan Brown,2054,5th,2016,English,Reader's Digest Association,2002,1st,109,630,GIFT
385497466,CS192,1,1,The King of Torts,The King of Torts,BOOK,Malachy McCourt,3439,4th,2012,English,HarperCollins Publishers,2006,2nd,103,525,GIFT
385508042,CS193,1,1,The Curious Incident of the Dog in the Night-Time : A Novel,The Curious Incident of the Dog in the Night-Time : A Novel,BOOK,Mari Sandoz,2651,1st,2016,English,No Exit Press,2002,1st,109,648,BUY
385509456,CS194,1,1,Bleachers,Bleachers,BOOK,Anne Perry,2821,2nd,2015,English,Ulverscroft Large Print Books,1998,2nd,107,967,BUY
385511612,CS195,1,1,Sisterhood of the Traveling Pants,Sisterhood of the Traveling Pants,BOOK,Gregory Maguire,2043,1st,2013,English,HarperCollins Publishers,2006,1st,108,767,BUY
385730586,CS196,1,1,Only Love (Magical Love),Only Love (Magical Love),BOOK,Yann Martel,3555,5th,2014,English,Random House Inc,1999,1st,104,874,GIFT
425164403,CS197,1,1,All or Nothing (Wheeler Large Print Books),All or Nothing (Wheeler Large Print Books),BOOK,Ruth Rendell,1057,3rd,2011,English,Little,2002,2nd,107,928,BUY
440234964,CS198,1,1,Roses Are Red (Alex Cross Novels),Roses Are Red (Alex Cross Novels),BOOK,Al Franken,1180,4th,2018,English,Houghton Mifflin Co,2006,1st,108,264,GIFT
446605484,CS199,1,1,The Rescue,The Rescue,BOOK,DONNA TARTT,3245,5th,2020,English,Harvest House Publishers,2002,2nd,107,852,BUY
446610399,CS200,1,1,Manhattan Hunt Club,Manhattan Hunt Club,BOOK,Jack Canfield,1350,4th,2010,English,Alfred A. Knopf,2007,1st,103,636,GIFT
449006522,CS201,1,1,Patty Jane's House of Curl (Ballantine Reader's Circle),Patty Jane's House of Curl (Ballantine Reader's Circle),BOOK,John Milne,1031,4th,2017,English,Pocket,2004,1st,103,775,GIFT
449911004,CS202,1,1,Pet Sematary,Pet Sematary,BOOK,Anita Shreve,1792,4th,2011,English,Suhrkamp,1999,2nd,105,572,GIFT
451162072,CS203,1,1,Silent Snow,Silent Snow,BOOK,Terry Pratchett,2958,5th,2014,English,Pocket,2005,1st,101,848,GIFT
451186648,CS204,1,1,Girl with a Pearl Earring,Girl with a Pearl Earring,BOOK,Terry Pratchett,3560,3rd,2013,English,Simon & Schuster,1999,2nd,108,912,BUY
452282152,CS205,1,1,The Patient,The Patient,BOOK,J. M. Barrie,1717,4th,2012,English,New Amer Library,2005,1st,109,364,BUY
553580388,CS206,1,1,Demona's Revenge (Gargoyles,Demona's Revenge (Gargoyles,BOOK,Mary O'Hara,3386,3rd,2016,English,Putnam Pub Group,2000,1st,102,391,GIFT
590598848,CS207,1,1,Clifford's Sports Day,Clifford's Sports Day,BOOK,Terry Pratchett,2189,5th,2013,English,Harvill Press,2007,2nd,110,627,GIFT
590629719,CS208,1,1,Postmortem (Kay Scarpetta Mysteries (Paperback)),Postmortem (Kay Scarpetta Mysteries (Paperback)),BOOK,Terry Pratchett,3522,1st,2018,English,Yale University Press,2004,1st,107,782,BUY
671023616,CS209,1,1,Deception Point,Deception Point,BOOK,Terry Pratchett,1036,4th,2011,English,Wings,2006,2nd,106,832,GIFT
671027387,CS210,1,1,Tis : A Memoir,Tis : A Memoir,BOOK,Jane Austen,2430,4th,2016,English,World Book Inc,1998,1st,108,389,GIFT
684848783,CS211,1,1,A Monk Swimming,A Monk Swimming,BOOK,Kenneth Grahame,1207,4th,2014,English,Simon & Schuster,2000,1st,109,402,GIFT
743486226,CS212,1,1,Crazy Horse,Crazy Horse,BOOK,Bernard Cornwell,3107,2nd,2015,English,Vintage Books Canada,2002,2nd,110,881,GIFT
786863986,CS213,1,1,The Silent Cry (William Monk Novels (Paperback)),The Silent Cry (William Monk Novels (Paperback)),BOOK,Charles de Lint,1103,5th,2017,English,Simon & Schuster,2007,1st,108,550,BUY
803251718,CS214,1,1,Wicked: The Life and Times of the Wicked Witch of the West,Wicked: The Life and Times of the Wicked Witch of the West,BOOK,Georgette Heyer,1763,4th,2020,English,Eos,2004,2nd,104,384,BUY
804117934,CS215,1,1,Life of Pi,Life of Pi,BOOK,OSCAR WILDE,2432,3rd,2010,English,Troll Communications,2001,1st,109,827,GIFT
60987103,CS216,1,1,A Judgement in Stone,A Judgement in Stone,BOOK,Ted Hughes,2484,1st,2015,English,Tor Teen,1998,1st,107,753,GIFT
151008116,CS217,1,1,Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right,Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right,BOOK,ROALD DAHL,3599,1st,2018,English,Middleway Press,2006,2nd,104,251,GIFT
375704965,CS218,1,1,Secret History,Secret History,BOOK,Ray Bradbury,3525,3rd,2014,English,St Martins Pr,2003,1st,108,708,GIFT
525947647,CS219,1,1,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper)),Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper)),BOOK,Donna Jo Napoli,2126,3rd,2010,English,Middleway Press,1999,2nd,103,865,BUY
804111359,CS220,1,1,Great Expectations (Heinemann Guided Readers),Great Expectations (Heinemann Guided Readers),BOOK,A. S. Byatt,1062,2nd,2015,English,Doubleday Books,2006,1st,108,518,BUY
1558744150,CS221,1,1,The Weight of Water,The Weight of Water,BOOK,Tanuja Desai Hidier,1753,1st,2013,English,Pan Macmillan,2005,1st,102,506,BUY
435272683,CS222,1,1,Night Watch,Night Watch,BOOK,SOPHIE KINSELLA,1138,5th,2018,English,Weatherhill Inc.,2000,2nd,109,454,BUY
316782505,CS223,1,1,Thief of Time,Thief of Time,BOOK,Isabel Wolff,3486,3rd,2011,English,Eos,1998,1st,109,294,GIFT
60013117,CS224,1,1,Peter Pan: The Original Story (Peter Pan),Peter Pan: The Original Story (Peter Pan),BOOK,Louisa May Alcott,1315,1st,2019,English,Middleway Press,2003,2nd,105,342,GIFT
60199563,CS225,1,1,My Friend Flicka,My Friend Flicka,BOOK,Jane Austen,1528,2nd,2013,English,Meadowbrook Press,2001,1st,101,839,BUY
60563079,CS226,1,1,The Last Hero : A Discworld Fable (Discworld Novels (Hardcover)),The Last Hero : A Discworld Fable (Discworld Novels (Hardcover)),BOOK,George Orwell,3493,3rd,2019,English,Ballantine Books,1998,1st,102,799,BUY
60809027,CS227,1,1,Jingo: A Discworld Novel (Discworld Series/Terry Pratchett),Jingo: A Discworld Novel (Discworld Series/Terry Pratchett),BOOK,Charles Dickens,521,2nd,2018,English,Middleway Press,2000,2nd,110,288,BUY
61040967,CS228,1,1,Maskerade: A Novel of Discworld (Pratchett,Maskerade: A Novel of Discworld (Pratchett,BOOK,Isabel Allende,660,4th,2021,English,Warner Books,1998,1st,105,720,BUY
61050474,CS229,1,1,Interesting Times: A Novel of Discworld,Interesting Times: A Novel of Discworld,BOOK,Barbara Kingsolver,3374,5th,2013,English,Cross Generation Comics,2006,2nd,107,704,GIFT
61052515,CS230,1,1,On the Bright Side,On the Bright Side,BOOK,Ellen Datlow,3549,1st,2011,English,Middleway Press,2004,1st,108,865,BUY
61052523,CS231,1,1,Mansfield Park (Penguin Popular Classics),Mansfield Park (Penguin Popular Classics),BOOK,Charles Dickens,1240,3rd,2019,English,Cross Generation Comics,2007,1st,109,666,GIFT
64472264,CS232,1,1,The Wind in the Willows,The Wind in the Willows,BOOK,A.S. BYATT,2660,1st,2019,English,Macmillan Pub Ltd,2000,2nd,108,988,GIFT
140620664,CS233,1,1,The Winter King: A Novel of Arthur (The Warlord Chronicles: I),The Winter King: A Novel of Arthur (The Warlord Chronicles: I),BOOK,Joseph Heller,2637,4th,2020,English,Kensington Pub Corp (Mm),2006,1st,108,695,GIFT
312156960,CS234,1,1,Powder and Patch,Powder and Patch,BOOK,Enid Blyton,2592,4th,2011,English,Silhouette Books,2002,1st,109,895,GIFT
312890044,CS235,1,1,The Picture of Dorian Gray (Modern Library (Paperback)),The Picture of Dorian Gray (Modern Library (Paperback)),BOOK,Enid Blyton,2811,4th,2013,English,Peter Pauper Press,2004,1st,104,976,BUY
373836023,CS236,1,1,The Iron Giant,The Iron Giant,BOOK,Neil Gaiman,993,5th,2017,English,Tor Books (Mm),2003,2nd,103,983,GIFT
375751513,CS237,1,1,James and the Giant Peach,James and the Giant Peach,BOOK,Trudy Suggs,1781,4th,2011,English,Livre de Poche,2006,1st,106,302,BUY
375801677,CS238,1,1,The Amber Spyglass (His Dark Materials,The Amber Spyglass (His Dark Materials,BOOK,Tom Wolfe,2655,3rd,2015,English,Steerforth Press,2003,2nd,107,376,GIFT
375814248,CS239,1,1,The Subtle Knife (His Dark Materials,The Subtle Knife (His Dark Materials,BOOK,Brady Udall,973,4th,2015,English,Harlequin,2000,1st,108,342,BUY
375823352,CS240,1,1,The Adrian Mole Diaries : The Secret Diary of Adrian Mole,The Adrian Mole Diaries : The Secret Diary of Adrian Mole,BOOK,Homer Hickam,2623,2nd,2011,English,Signet Book,2001,1st,101,907,BUY
375823468,CS241,1,1,Martian Chronicles,Martian Chronicles,BOOK,Pearl Abraham,826,4th,2021,English,Pocket,1998,2nd,110,310,BUY
380730448,CS242,1,1,The Great God Pan,The Great God Pan,BOOK,Thomas Hardy,1356,1st,2020,English,HarperTempest,2003,1st,104,708,BUY
380973839,CS243,1,1,Possession: A Romance,Possession: A Romance,BOOK,Sebastian Junger,1865,3rd,2020,English,Harry N Abrams,2006,2nd,110,459,BUY
385327773,CS244,1,1,Born Confused,Born Confused,BOOK,Karen Armstrong,1646,1st,2013,English,LGF,2005,1st,105,855,GIFT
394586239,CS245,1,1,Confessions of a Shopaholic,Confessions of a Shopaholic,BOOK,Mary Barnard,1546,4th,2021,English,Algonquin Books of Chapel Hill,2006,1st,110,759,GIFT
439510112,CS246,1,1,Making Minty Malone,Making Minty Malone,BOOK,David Brin,1806,4th,2016,English,Avon Books,1999,2nd,107,693,BUY
440241413,CS247,1,1,Little Women (Signet Classic),Little Women (Signet Classic),BOOK,T. Coraghessan Boyle,3023,3rd,2017,English,Multnomah,1998,1st,107,947,GIFT
451409256,CS248,1,1,Emma (Signet Classics (Paperback)),Emma (Signet Classics (Paperback)),BOOK,Paul Woodruff,1426,1st,2013,English,Plymouth Press,2003,2nd,107,485,GIFT
451523415,CS249,1,1,Animal Farm,Animal Farm,BOOK,Lynda Madaras,3185,2nd,2010,English,Mariner Books,2004,1st,103,359,GIFT
451526279,CS250,1,1,Great Expectations (Dover Thrift Editions),Great Expectations (Dover Thrift Editions),BOOK,Stephen McCauley,1666,2nd,2019,English,Human Kinetics Publishers,2003,1st,103,319,BUY
451526341,CS251,1,1,Eva Luna,Eva Luna,BOOK,Isabelle Holland,1791,3rd,2014,English,Hci,2003,2nd,108,928,BUY
486415864,CS252,1,1,Poisonwood Bible Edition Uk,Poisonwood Bible Edition Uk,BOOK,Pam Conrad,3312,1st,2011,English,Visions International Publishing,2004,1st,109,454,GIFT
553280589,CS253,1,1,The Green Man : Tales from the Mythic Forest,The Green Man : Tales from the Mythic Forest,BOOK,Lurlene McDaniel,581,3rd,2012,English,Livre de Poche,1998,2nd,106,815,BUY
571197639,CS254,1,1,Nicholas Nickleby (Everyman's Library),Nicholas Nickleby (Everyman's Library),BOOK,Brian Kaufman,2002,1st,2018,English,Penguin Books,2003,1st,101,918,BUY
670035262,CS255,1,1,Angels & Insects : Two Novellas,Angels & Insects : Two Novellas,BOOK,John Darnton,1724,5th,2010,English,WaterBrook Press,2003,1st,103,573,BUY
679423079,CS256,1,1,Catch 22,Catch 22,BOOK,Martin Schenk,1649,1st,2016,English,Bantam Dell Pub Group,2003,2nd,104,515,BUY
679751343,CS257,1,1,The Forsyte Saga : The Man of Property and In Chancery,The Forsyte Saga : The Man of Property and In Chancery,BOOK,DAVID EDDINGS,1622,1st,2012,English,Tyndale House Pub,2002,1st,104,781,GIFT
684833395,CS258,1,1,The Enchanted Wood,The Enchanted Wood,BOOK,Paul Reiser,1680,3rd,2017,English,HarperCollins Publishers,2002,2nd,110,485,GIFT
743245024,CS259,1,1,The Folk of the Faraway Tree,The Folk of the Faraway Tree,BOOK,Dave Barry,3518,5th,2018,English,Little Brown & Co,2005,1st,110,938,BUY
749748001,CS260,1,1,Angels and Visitations: A Miscellany,Angels and Visitations: A Miscellany,BOOK,Theodore Beale,989,3rd,2018,English,Free Press,2001,1st,105,426,BUY
749748028,CS261,1,1,League of Extraordinary Gentlemen,League of Extraordinary Gentlemen,BOOK,Frank M. Robinson,3519,5th,2016,English,Yale University Press,1999,2nd,102,305,GIFT
963094424,CS262,1,1,Preludes and Nocturnes (Sandman,Preludes and Nocturnes (Sandman,BOOK,Mary Jane Clark,1293,5th,2020,English,Houghton Mifflin,2001,1st,106,296,GIFT
1401201172,CS263,1,1,The League of Extraordinary Gentlemen,The League of Extraordinary Gentlemen,BOOK,Mary Wollstonecraft Shelley,1836,2nd,2015,English,W Publishing Group,2004,2nd,109,423,GIFT
1563898586,CS264,1,1,A Man in Full,A Man in Full,BOOK,Robert Westall,1048,3rd,2015,English,Barricade Books,2000,1st,104,883,GIFT
1592571301,CS265,1,1,The Miracle Life of Edgar Mint: A Novel,The Miracle Life of Edgar Mint: A Novel,BOOK,Robert B. Parker,708,3rd,2012,English,LGF,2004,2nd,102,882,BUY
374270325,CS266,1,1,October Sky: A Memoir,October Sky: A Memoir,BOOK,Rita Chapman Works,591,3rd,2013,English,Navpress,2007,1st,108,876,BUY
375719180,CS267,1,1,The Romance Reader,The Romance Reader,BOOK,Patricia Cornwell,1922,4th,2013,English,Madison Books,2001,2nd,103,765,GIFT
440235502,CS268,1,1,Far from the Madding Crowd (Wordsworth Classics),Far from the Madding Crowd (Wordsworth Classics),BOOK,Douglas Adams,1284,1st,2012,English,Time-Life Books,2002,1st,105,869,GIFT
1573225487,CS269,1,1,The Perfect Storm : A True Story of Men Against the Sea,The Perfect Storm : A True Story of Men Against the Sea,BOOK,A. Manette Ansay,1152,5th,2017,English,Hachette,1999,1st,101,717,BUY
1853260673,CS270,1,1,The Battle for God,The Battle for God,BOOK,Sarah Waters,842,5th,2021,English,Sagebrush Bound,2001,2nd,107,597,GIFT
60977477,CS271,1,1,Sappho: A New Translation,Sappho: A New Translation,BOOK,Anne Frank,2545,5th,2013,English,Carol Publishing Corporation,2004,1st,107,374,BUY
345391691,CS272,1,1,The Postman (Bantam Classics),The Postman (Bantam Classics),BOOK,Barry Lopez,1822,4th,2016,English,Tyndale House Publishers,2000,2nd,103,314,GIFT
520011171,CS273,1,1,The Tortilla Curtain,The Tortilla Curtain,BOOK,Tom Clancy,654,1st,2011,English,Crescent Books,2003,1st,102,942,GIFT
553278746,CS274,1,1,Symposium,Symposium,BOOK,Nevada Barr,3347,2nd,2015,English,Penguin Books Canada Ltd,2004,1st,108,360,GIFT
670856045,CS275,1,1,The What's Happening to My Body? Book for Boys: A Growing Up Guide for Parents and Sons,The What's Happening to My Body? Book for Boys: A Growing Up Guide for Parents and Sons,BOOK,Paul Auster,3519,1st,2011,English,Putnam Pub Group,2007,2nd,108,803,GIFT
